2021-07-24 19:32:47.3879 | 程序开启 
2021-07-24 19:34:42.0145 | 查询工单开立  选择日期:20210724 
2021-07-24 19:34:46.4557 | 查询工单开立  选择日期:20210725 
2021-07-24 19:34:59.6254 | 查询工单开立  选择日期:20210726 
2021-07-24 19:42:04.3220 | 查询工单开立  选择日期:20210726 
2021-07-24 19:42:23.2873 | 查询工单开立  选择日期:20210725 
2021-07-24 19:42:33.6994 | 查询工单开立  选择日期:20210726 
2021-07-24 19:42:43.5561 | 登入人员:廖恩志 
2021-07-24 19:42:55.3576 | 更新SAP工单开立状态  选择日期:20210726 
2021-07-24 19:43:13.2367 | 查询工单开立  选择日期:20210725 
2021-07-24 19:43:22.6276 | 更新SAP工单开立状态  选择日期:20210725 
2021-07-24 19:46:02.3915 | 查询工单开立  选择日期:20210726 
2021-07-24 19:47:08.1029 | 更新SAP工单开立状态  选择日期:20210726 
2021-07-24 19:47:15.7016 | 查询工单开立  选择日期:20210725 
2021-07-24 19:47:20.2943 | 更新SAP工单开立状态  选择日期:20210725 
2021-07-24 19:47:29.6792 | 查询工单开立  选择日期:20210726 
2021-07-24 19:47:32.9485 | 更新SAP工单开立状态  选择日期:20210726 
2021-07-24 19:48:07.1092 | 程序开启 
2021-07-24 19:48:13.5749 | 查询工单开立  选择日期:20210725 
2021-07-24 19:48:21.8248 | 查询工单开立  选择日期:20210726 
