2021-07-28 10:12:59.7348 | 程序开启 
2021-07-28 10:13:07.0661 | 查询工单报工  选择日期:20210722 
2021-07-28 10:14:50.1904 | 查询工单报工  选择日期:20210723 
2021-07-28 10:14:56.4308 | 查询工单报工  选择日期:20210724 
2021-07-28 10:15:04.5574 | 查询工单报工  选择日期:20210725 
2021-07-28 10:15:12.1762 | 查询工单报工  选择日期:20210726 
2021-07-28 10:15:22.5752 | 查询工单报工  选择日期:20210725 
2021-07-28 10:15:32.5300 | 查询工单报工  选择日期:20210726 
2021-07-28 10:15:59.7679 | 查询工单报工  选择日期:20210724 
2021-07-28 10:16:05.0625 | 查询工单报工  选择日期:20210725 
2021-07-28 10:16:11.4572 | 查询工单报工  选择日期:20210722 
2021-07-28 14:12:49.0870 | 程序开启 
2021-07-28 14:12:52.5006 | 查询工单开立  选择日期:20210728 
2021-07-28 14:12:58.9330 | 查询工单报工  选择日期:20210728 
2021-07-28 14:13:06.4863 | 登入人员:廖恩志 
2021-07-28 14:13:13.9139 | 查询工单报工  选择日期:20210725 
2021-07-28 14:13:24.6952 | 人员登出: 
2021-07-28 14:13:27.1928 | 查询工单开立  选择日期:20210725 
2021-07-28 14:13:29.3336 | 查询工单报工  选择日期:20210725 
2021-07-28 14:13:37.8494 | 查询工单开立  选择日期:20210725 
2021-07-28 14:13:59.7167 | 查询工单报工  选择日期:20210726 
2021-07-28 15:33:50.5075 | 程序开启 
2021-07-28 15:33:57.3495 | 查询工单开立  选择日期:20210723 
2021-07-28 15:34:06.9978 | 登入人员:廖恩志 
2021-07-28 15:34:09.6105 | 更新SAP工单开立状态  选择日期:20210723 
2021-07-28 15:53:35.4432 | 程序开启 
2021-07-28 15:53:43.7274 | 登入人员:廖恩志 
2021-07-28 16:08:41.4013 | 程序开启 
2021-07-28 16:08:47.4225 | 登入人员:廖恩志 
2021-07-28 16:09:06.3295 | 程序开启 
2021-07-28 16:09:22.0995 | 登入人员:廖恩志 
2021-07-28 16:09:25.6111 | 查询工单报工  选择日期:20210719 
2021-07-28 16:09:30.7623 | 更新SAP工单报工状态  选择日期:20210719 
2021-07-28 16:09:43.5860 | 开启报工数据比对 
2021-07-28 16:11:20.7885 | 查询报工数据比对 笔数:7720210719 
2021-07-28 16:25:07.3420 | 程序开启 
2021-07-28 16:25:16.0363 | 登入人员:廖恩志 
2021-07-28 16:25:19.4984 | 开启报工数据比对 
2021-07-28 16:26:56.0933 | 查询报工数据比对 笔数:7720210719 
2021-07-28 16:27:08.6883 | 更新:10008924703  日期:20210719   更新前数量:1682   更新后数量:1688 
2021-07-28 16:27:21.2267 | 更新:10008924732  日期:20210719   更新前数量:38   更新后数量:39 
2021-07-28 16:27:23.6535 | 上传笔数:4  日期:2021七月19 
2021-07-28 16:27:30.6129 | 程序开启 
2021-07-28 16:27:37.3131 | 查询工单报工  选择日期:20210723 
2021-07-28 16:27:40.9116 | 更新SAP工单报工状态  选择日期:20210723 
2021-07-28 16:27:49.5525 | 查询工单报工  选择日期:20210719 
2021-07-28 16:27:51.1433 | 更新SAP工单报工状态  选择日期:20210719 
2021-07-28 16:28:16.8744 | 查询工单报工  选择日期:20210719 
2021-07-28 16:28:18.5381 | 更新SAP工单报工状态  选择日期:20210719 
2021-07-28 17:34:40.0547 | 程序开启 
2021-07-28 17:34:48.4805 | 登入人员:廖恩志 
2021-07-28 17:41:39.3331 | 程序开启 
2021-07-28 17:41:55.0311 | 登入人员:廖恩志 
2021-07-28 20:19:19.9993 | 程序开启 
2021-07-28 20:19:27.8332 | 查询工单开立  选择日期:20210729 
2021-07-28 22:49:04.8656 | 程序开启 
2021-07-28 22:49:11.4151 | 查询工单开立  选择日期:20210729 
2021-07-28 22:49:23.0990 | 登入人员:廖恩志 
2021-07-28 22:49:29.7616 | 更新SAP工单开立状态  选择日期:20210729 
