2021-07-29 02:04:40.6685 | 程序开启 
2021-07-29 02:04:53.1757 | 查询工单开立  选择日期:20210728 
2021-07-29 02:05:16.0733 | 登入人员:廖恩志 
2021-07-29 02:05:26.3655 | 查询工单开立  选择日期:20210728 
2021-07-29 02:05:35.4635 | 更新SAP工单开立状态  选择日期:20210728 
2021-07-29 02:06:24.3381 | 查询工单开立  选择日期:20210728 
2021-07-29 02:06:33.7318 | 查询工单开立  选择日期:20210729 
2021-07-29 13:10:08.5680 | 程序开启 
2021-07-29 13:10:53.5483 | 登入人员:廖恩志 
2021-07-29 13:32:50.7338 | 程序开启 
2021-07-29 13:32:57.1416 | 登入人员:廖恩志 
2021-07-29 13:58:09.2934 | 程序开启 
2021-07-29 13:58:14.7416 | 登入人员:廖恩志 
2021-07-29 14:00:49.3471 | 程序开启 
2021-07-29 14:00:54.1700 | 登入人员:廖恩志 
2021-07-29 14:01:34.2976 | 程序开启 
2021-07-29 14:01:40.4306 | 登入人员:廖恩志 
2021-07-29 14:08:54.3452 | 程序开启 
2021-07-29 14:08:59.7469 | 登入人员:廖恩志 
2021-07-29 14:59:33.8115 | 程序开启 
2021-07-29 14:59:38.2794 | 登入人员:廖恩志 
2021-07-29 15:01:53.1098 | 程序开启 
2021-07-29 15:02:14.8887 | 登入人员:廖恩志 
2021-07-29 15:26:27.6621 | 程序开启 
2021-07-29 15:26:32.2091 | 登入人员:廖恩志 
2021-07-29 15:26:34.0418 | 开启报工数据比对 
2021-07-29 15:27:10.9334 | 查询报工数据比对 笔数:7120210722 
2021-07-29 15:27:56.9108 | 程序开启 
2021-07-29 15:28:01.8233 | 登入人员:廖恩志 
2021-07-29 15:28:05.0338 | 开启报工数据比对 
2021-07-29 15:28:09.7756 | 查询报工数据比对 笔数:7120210722 
2021-07-29 15:28:32.4337 | 查询报工数据比对 笔数:7220210721 
2021-07-29 15:37:40.6110 | 程序开启 
2021-07-29 15:37:46.0350 | 登入人员:廖恩志 
2021-07-29 15:37:48.0450 | 开启报工数据比对 
2021-07-29 15:37:53.4783 | 查询报工数据比对 笔数:7220210721 
2021-07-29 15:57:08.1974 | 程序开启 
2021-07-29 15:57:18.5207 | 登入人员:廖恩志 
2021-07-29 15:57:22.5720 | 开启报工数据比对 
2021-07-29 15:57:29.2909 | 查询报工数据比对 笔数:6820210726 
2021-07-29 21:26:03.5898 | 程序开启 
2021-07-29 21:26:09.1060 | 查询工单开立  选择日期:20210730 
