2021-07-23 08:45:33.2581 | 程序开启 
2021-07-23 08:55:02.9326 | 程序开启 
2021-07-23 08:55:15.6384 | 程序开启 
2021-07-23 08:57:25.3827 | 程序开启 
2021-07-23 09:43:36.6369 | 程序开启   登入人员:廖恩志 
2021-07-23 09:43:58.2052 | 开启加硫插单维护 
2021-07-23 09:44:27.0461 | spec:SX00706  spec_ds:X00706  C001 
2021-07-23 09:44:27.0591 | ITEM:ETP00345900  SHOP_ORDER:CR120210722057  START_DATE:20210722 
2021-07-23 09:49:43.7810 | 程序开启   登入人员:廖恩志 
2021-07-23 09:49:48.1234 | 开启加硫插单维护 
2021-07-23 09:50:44.2124 | 程序开启   登入人员:廖恩志 
2021-07-23 09:50:51.0681 | 开启加硫插单维护 
2021-07-23 09:53:04.7895 | spec:SX00706  spec_ds:X00706  C001 
2021-07-23 09:53:04.8034 | ITEM:ETP00345900  SHOP_ORDER:CR120210723054  START_DATE:20210723 
2021-07-23 09:53:19.5590 | 程序开启   登入人员:廖恩志 
2021-07-23 09:53:23.6112 | 开启加硫插单维护 
2021-07-23 10:08:01.2810 | 程序开启   登入人员:廖恩志 
2021-07-23 10:08:06.1260 | 开启加硫插单维护 
2021-07-23 10:08:28.0494 | spec:SRVS1000004  spec_ds:SRVS1000004  A001 
2021-07-23 10:08:28.0694 | ITEM:ETP00334800  SHOP_ORDER:CR120210723054  START_DATE:20210723 
2021-07-23 10:18:17.0612 | 上传SAP ITEM:ETP00334800  SHOP_ORDER:CR120210723054 
2021-07-23 10:18:31.5425 | 程序开启   登入人员:廖恩志 
2021-07-23 10:18:38.8260 | 查询工单开立  选择日期:20210723 
2021-07-23 10:22:28.0281 | 更新SAP工单开立状态  选择日期:20210723 
2021-07-23 10:47:41.0467 | 更新SAP工单开立状态  选择日期:20210723 
2021-07-23 11:21:23.4935 | 程序开启   登入人员: 
2021-07-23 11:24:53.7611 | 程序开启   登入人员: 
2021-07-23 11:27:49.7297 | 程序开启   登入人员: 
2021-07-23 11:27:55.5311 | 查询工单开立  选择日期:20210723 
2021-07-23 13:02:02.0901 | 程序开启   登入人员: 
2021-07-23 13:02:07.5096 | 查询工单开立  选择日期:20210723 
2021-07-23 13:02:10.0000 | 查询工单报工  选择日期:20210723 
2021-07-23 13:05:36.1347 | 程序开启   登入人员: 
2021-07-23 13:05:42.1177 | 查询工单开立  选择日期:20210723 
2021-07-23 13:05:46.7463 | 查询工单报工  选择日期:20210723 
2021-07-23 13:44:45.1545 | 程序开启   登入人员: 
2021-07-23 13:46:41.1778 | 程序开启   登入人员: 
2021-07-23 13:47:42.9743 | 程序开启   登入人员: 
2021-07-23 13:47:48.2153 | 查询工单报工  选择日期:20210723 
2021-07-23 13:48:05.6965 | 查询工单报工  选择日期:20210723 
2021-07-23 13:49:05.3567 | 程序开启   登入人员: 
2021-07-23 13:49:26.5141 | 查询工单报工  选择日期:20210720 
2021-07-23 13:49:30.4705 | 查询工单报工  选择日期:20210719 
2021-07-23 13:50:22.1125 | 开启报工数据比对 
2021-07-23 13:50:30.8860 | 程序开启   登入人员:张晓娇 
2021-07-23 13:51:25.6939 | 程序开启   登入人员: 
2021-07-23 13:52:20.9014 | 开启加硫插单维护 
2021-07-23 13:53:22.1221 | 程序开启   登入人员: 
2021-07-23 13:57:19.1586 | 查询工单开立  选择日期:20210723 
2021-07-23 14:06:45.1747 | 程序开启   登入人员: 
2021-07-23 14:06:59.1712 | 开启加硫插单维护 
2021-07-23 14:07:06.0181 | 程序开启   登入人员:廖恩志 
2021-07-23 14:08:16.7287 | 程序开启   登入人员: 
2021-07-23 14:08:34.2742 | 程序开启   登入人员: 
2021-07-23 14:08:44.6714 | 开启加硫插单维护 
2021-07-23 14:08:53.7871 | 程序开启   登入人员:廖恩志 
2021-07-23 14:09:03.8771 | 查询工单开立  选择日期:20210723 
2021-07-23 14:09:37.2918 | 查询工单开立  选择日期:20210723 
2021-07-23 14:09:39.9886 | 查询工单报工  选择日期:20210723 
2021-07-23 14:34:48.4874 | 程序开启   登入人员: 
2021-07-23 16:12:54.6692 | 程序开启   登入人员: 
2021-07-23 16:13:07.6784 | 查询工单开立  选择日期:20210721 
2021-07-23 16:20:45.6212 | 程序开启   登入人员: 
2021-07-23 16:20:56.6337 | 查询工单开立  选择日期:20210721 
2021-07-23 16:57:48.5893 | 程序开启 
2021-07-23 16:57:55.4410 | 查询工单报工  选择日期:20210719 
2021-07-23 16:58:55.7428 | 查询工单报工  选择日期:20210719 
2021-07-23 17:00:31.9659 | 程序开启 
2021-07-23 17:00:39.9007 | 查询工单开立  选择日期:20210719 
2021-07-23 17:00:45.2923 | 查询工单报工  选择日期:20210719 
2021-07-23 17:01:53.2945 | 查询工单报工  选择日期:20210719 
2021-07-23 17:04:01.4158 | 程序开启 
2021-07-23 17:04:07.0079 | 查询工单报工  选择日期:20210719 
2021-07-23 17:04:17.2156 | 查询工单报工  选择日期:20210718 
2021-07-23 17:04:24.0224 | 查询工单报工  选择日期:20210720 
2021-07-23 17:04:28.2700 | 查询工单报工  选择日期:20210717 
2021-07-23 21:33:46.4448 | 程序开启 
2021-07-23 21:33:56.6137 | 查询工单开立  选择日期:20210724 
2021-07-23 21:34:18.1291 | 登入人员:廖恩志 
2021-07-23 21:34:25.1554 | 更新SAP工单开立状态  选择日期:20210724 
2021-07-23 21:34:28.1304 | 查询工单开立  选择日期:20210724 
2021-07-23 21:34:38.6872 | 上传SAP工单开立状态  选择日期:20210724 
2021-07-23 21:34:40.0535 | 查询工单开立  选择日期:20210724 
2021-07-23 21:53:37.6834 | 更新SAP工单开立状态  选择日期:20210724 
2021-07-23 21:53:46.4620 | 查询工单开立  选择日期:20210725 
