2021-07-26 20:04:45.7448 | 程序开启 
2021-07-26 20:04:53.2149 | 查询工单开立  选择日期:20210727 
2021-07-26 21:26:22.6943 | 程序开启 
2021-07-26 21:26:46.2175 | 查询工单开立  选择日期:20210727 
2021-07-26 22:35:27.7325 | 程序开启 
2021-07-26 22:35:38.4579 | 登入人员:廖恩志 
2021-07-26 22:35:44.1547 | 查询工单开立  选择日期:20210727 
2021-07-26 22:35:56.3052 | 更新SAP工单开立状态  选择日期:20210727 
2021-07-26 22:43:13.3618 | 更新SAP工单开立状态  选择日期:20210727 
2021-07-26 22:43:29.5875 | 查询工单报工  选择日期:20210720 
2021-07-26 22:43:38.6872 | 查询工单报工  选择日期:20210721 
2021-07-26 22:43:45.9158 | 查询工单报工  选择日期:20210722 
2021-07-26 22:43:52.8124 | 查询工单报工  选择日期:20210723 
2021-07-26 22:44:00.9895 | 查询工单报工  选择日期:20210724 
